,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry
348158,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5c3b227e6567b38344528881324e71d1.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged traffic cones and the depth of the water reaching the wheels of the partially submerged vehicle.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, which are typically used to manage floodwaters and redirect traffic.",,1,1,nlbx_5c3b227e6567b38344528881324e71d1,5706,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/90c87/fod_862A39D7-D2F1-4239-B9C3-89A09E993E3B.jpg,136.14841703556638,1695990915532,-14400,631243934998010367,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/90c87/fod_862A39D7-D2F1-4239-B9C3-89A09E993E3B.jpg,SOUTH_EAST,0.7649013996124268,DAYLIGHT,-73.790447,40.644244,599025355,4058614623,UNCLASSIFIED,6.312439349980104e+17,604222337365049343,POINT (1042403.6465833323 174061.6623584744)
348797,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_007d03f87b13d895fc59fa762b3aaafe.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_007d03f87b13d895fc59fa762b3aaafe,24533,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b306b/fod_BBDCE536-C304-4120-BF16-9F784120DE5D.jpg,258.30445846392496,1695991315243,-14400,631243923214212095,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b306b/fod_BBDCE536-C304-4120-BF16-9F784120DE5D.jpg,WEST,0.8474231958389282,DAYLIGHT,-73.885847,40.767629,597443991,481413811,MOTORWAY_LINK,6.312439232142121e+17,604222325553889279,POINT (1015870.3111001531 218965.54785428365)
350267,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1a3c993411222189d8ec33c52273604b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_1a3c993411222189d8ec33c52273604b,19028,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e8536/fod_F361420B-E2FA-4728-BF96-ED7763B2D9E6.jpg,7.1526055335998535,1695999035786,-14400,631243949785425407,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e8536/fod_F361420B-E2FA-4728-BF96-ED7763B2D9E6.jpg,NORTH,0.7320132851600647,DAYLIGHT,-74.008253,40.750515,9143569891,246579537,TRUNK,6.312439497854254e+17,604222352128999423,POINT (981963.255984793 212709.8178679034)
350489,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_66e035243c933da574cbba70bad164ba.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the streets, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_66e035243c933da574cbba70bad164ba,101862,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e1562/fod_F3540283-F11C-445B-8C6E-CA244CC3B097.jpg,59.84069061279297,1695990170194,-14400,631243922736820735,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e1562/fod_F3540283-F11C-445B-8C6E-CA244CC3B097.jpg,NORTH_EAST,0.9114287495613098,DAYLIGHT,-73.939859,40.748899,2089938104,42817470,RESIDENTIAL,6.312439227368207e+17,604222325017018367,POINT (1000913.6740652552 212126.70332199353)
350544,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fcaa9478439417d7bb5693357e35d7ad.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth for flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the wheels of the cars.",,1,1,nlbx_fcaa9478439417d7bb5693357e35d7ad,47551,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/815f6/fod_90677CA8-A897-491A-B2CC-461637AE5C7A.jpg,5.918162822723389,1695997445304,-14400,631243921984416767,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/815f6/fod_90677CA8-A897-491A-B2CC-461637AE5C7A.jpg,NORTH,0.8418112397193909,DAYLIGHT,-73.909616,40.842579,486818495,10126901665,RESIDENTIAL,6.312439219844168e+17,604222324345929727,POINT (1009258.1158913504 246264.71542012872)
350988,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3dc6bbe73ad659b413e5f667358d5cf3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding in the area.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a barrier to redirect traffic.",,1,1,nlbx_3dc6bbe73ad659b413e5f667358d5cf3,13506,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b57f3/fod_743A00F3-443F-4312-B2A0-CC59B31A95AF.jpg,323.75,1696014043797,-14400,631243949982976511,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b57f3/fod_743A00F3-443F-4312-B2A0-CC59B31A95AF.jpg,NORTH_WEST,0.900903046131134,DAYLIGHT,-74.000123,40.70928,588719213,4158676995,MOTORWAY_LINK,6.312439499829765e+17,604222352263217151,POINT (984215.8491948145 197686.49346216957)
351301,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0bfc5f5862e31024a85154800fffa517.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the bus.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a school bus navigating through the water.",,1,1,nlbx_0bfc5f5862e31024a85154800fffa517,9583,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/6067b/fod_336EB25F-F2C5-43C4-9196-EEC2016DF148.jpg,70.69515991210938,1695992472957,-14400,631243923202449919,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/6067b/fod_336EB25F-F2C5-43C4-9196-EEC2016DF148.jpg,EAST,0.914375364780426,DAYLIGHT,-73.886776,40.766966,9179243540,484800757,MOTORWAY,6.312439232024499e+17,604222325553889279,POINT (1015613.2904929961 218723.6612345445)
351837,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_10610a85cfb040498bbbd5411f613d2a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a barricade to prevent vehicles from passing through.",,1,1,nlbx_10610a85cfb040498bbbd5411f613d2a,25145,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a7def/fod_C37F20ED-2D25-47BB-AC00-FCFC6B1A65AB.jpg,318.75,1696006922353,-14400,631243923095151615,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a7def/fod_C37F20ED-2D25-47BB-AC00-FCFC6B1A65AB.jpg,NORTH_WEST,0.9181951284408568,DAYLIGHT,-73.822965,40.706183,42813240,9112057800,RESIDENTIAL,6.312439230951516e+17,604222325419671551,POINT (1033333.8706558067 196607.85125458878)
353159,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3be2bbfca5f9106010913609a2a28323.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a yellow school bus navigating through the water.",,1,1,nlbx_3be2bbfca5f9106010913609a2a28323,468,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/38097/fod_5CF70B67-3C15-491F-A877-2990F3F9D5C0.jpg,159.37197875976562,1696023263976,-14400,631243934761570815,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/38097/fod_5CF70B67-3C15-491F-A877-2990F3F9D5C0.jpg,SOUTH,0.8561655282974243,DAYLIGHT,-73.741012,40.637737,279200408,279203205,TRUNK,6.312439347615708e+17,604222337096613887,POINT (1056129.4620051796 171727.7129547017)
353704,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1a3b8080d6329c251165cc6b02508214.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water, as evidenced by the submerged vehicle and the water level reaching the wheels of the car.","Yes, the street in the image is flooded, with water reaching up to the wheels of the car.",,1,1,nlbx_1a3b8080d6329c251165cc6b02508214,6070,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1959b/fod_C1BB0913-85C4-49F1-8D8C-B1C76CAE15ED.jpg,86.26139109299127,1695992431957,-14400,631243923214087167,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1959b/fod_C1BB0913-85C4-49F1-8D8C-B1C76CAE15ED.jpg,EAST,0.8188414573669434,DAYLIGHT,-73.887806,40.766707,9179243531,106138510,MOTORWAY,6.312439232140872e+17,604222325553889279,POINT (1015328.0986362894 218628.9316572753)
354039,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6fe632033475e04ceb4651295ed65820.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the vehicle's windshield.",,1,1,nlbx_6fe632033475e04ceb4651295ed65820,11549,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/3ee0f/fod_7BBDAB55-5109-4B46-8703-94B797FA02F6.jpg,289.38970947265625,1695989744001,-14400,631243950651811839,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/3ee0f/fod_7BBDAB55-5109-4B46-8703-94B797FA02F6.jpg,WEST,0.8655890226364136,DAYLIGHT,-74.021758,40.604646,455443125,455443126,MOTORWAY,6.312439506518118e+17,604222352934305791,POINT (978208.3189132047 159566.0774038604)
355459,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c85660d4a8be6070393b03dd7541adab.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is evident from the depth of the water reaching the wheels of the vehicles and the significant splashes as they pass through.","Yes, the street in the image is flooded, as evidenced by the water covering the roadway and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_c85660d4a8be6070393b03dd7541adab,30869,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/94aef/fod_B0D5ABEF-3D29-464B-AD22-15880894EA65.jpg,356.0,1696020007035,-14400,631243922030037503,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/94aef/fod_B0D5ABEF-3D29-464B-AD22-15880894EA65.jpg,NORTH,0.6205767393112183,DAYLIGHT,-73.931283,40.811594,529283309,529283310,MOTORWAY_LINK,6.312439220300375e+17,604222324345929727,POINT (1003271.9707692439 234970.316054654)
356119,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8c259cc3cd1421a9ce7291b7484d43d5.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_8c259cc3cd1421a9ce7291b7484d43d5,12894,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/7bde9/fod_489AF089-3922-47CA-9329-6EC9BF1BBFFF.jpg,351.60577392578125,1695995582159,-14400,631243950346939391,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/7bde9/fod_489AF089-3922-47CA-9329-6EC9BF1BBFFF.jpg,NORTH,0.8376290798187256,DAYLIGHT,-74.000946,40.576306,9895938167,7966180937,RESIDENTIAL,6.312439503469394e+17,604222352665870335,POINT (983987.2442685213 149240.33543934338)
356467,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4a836dcc44ac5fc8177481f78440f129.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections of lights on the wet surface.",,1,1,nlbx_4a836dcc44ac5fc8177481f78440f129,1860,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f0759/fod_D3C5D39C-7FFD-43B4-9DC1-1E3AF4B9AF36.jpg,97.92292785644533,1695990155974,-14400,631243922416731647,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f0759/fod_D3C5D39C-7FFD-43B4-9DC1-1E3AF4B9AF36.jpg,EAST,0.8164271712303162,DAYLIGHT,-73.91966,40.726136,42859998,9696553957,SECONDARY,6.312439224167316e+17,604222324748582911,POINT (1006517.989685121 203837.91103017537)
356690,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_60921a73992a6571e2f56ca40fdf5e11.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections visible on the surface.",,1,1,nlbx_60921a73992a6571e2f56ca40fdf5e11,1778,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f3fbe/fod_E983DE22-FE4B-4599-9176-6DA451F7A1EC.jpg,81.30166625976562,1696022664655,-14400,631243934226090495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f3fbe/fod_E983DE22-FE4B-4599-9176-6DA451F7A1EC.jpg,EAST,0.7499626874923706,DAYLIGHT,-73.802834,40.590665,42883897,7477447060,PRIMARY,6.312439342260905e+17,604222336559742975,POINT (1039010.0522007677 154533.47266252246)
356748,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a90e4a10698dcebec0da85d2082d12b1.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged traffic cones and the reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",,1,1,nlbx_a90e4a10698dcebec0da85d2082d12b1,37757,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d590f/fod_29ED11DE-9109-4D48-B890-00BEE2DFE42D.jpg,302.0090250179911,1696009606028,-14400,631243951204920319,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d590f/fod_29ED11DE-9109-4D48-B890-00BEE2DFE42D.jpg,NORTH_WEST,0.8228927254676819,DAYLIGHT,-74.012792,40.656638,6814984982,9917998528,RESIDENTIAL,6.312439512049203e+17,604222353471176703,POINT (980700.7020167875 178507.70070611752)
357003,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a37d956a046e179bfa5ef5b77467b041.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the significant splashes as they move through it.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_a37d956a046e179bfa5ef5b77467b041,29586,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/ee113/fod_295E5FC7-B367-4B21-ACEE-014384387599.jpg,73.125,1695999987083,-14400,631243919476201983,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/ee113/fod_295E5FC7-B367-4B21-ACEE-014384387599.jpg,EAST,0.7900851964950562,DAYLIGHT,-73.872945,40.856144,9918201325,42720445,PRIMARY,6.31243919476202e+17,604222321795792895,POINT (1019397.3749575717 251219.55891630275)
