,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry,choice,pred,tp,fp,tn,fn
577833,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c2473f6b311d74fe76c71c9731a014bf.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water covering the road surface and the vehicles driving through it.",,1,1,nlbx_c2473f6b311d74fe76c71c9731a014bf,31520,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c0709/fod_EF9FF116-5958-4231-809E-450E37C6A1F1.jpg,107.0,1695990669268,-14400,631243923093214207,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c0709/fod_EF9FF116-5958-4231-809E-450E37C6A1F1.jpg,EAST,0.7850668430328369,DAYLIGHT,-73.829776,40.716825,6204782264,277578634,MOTORWAY,6.312439230932142e+17,604222325419671551,POINT (1031437.9483075758 200481.3036296236),1.0,1.0,1.0,0.0,0.0,0.0
582095,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_473c40db02d05412e98ee06d105d3a1e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the pedestrian crossing sign partially submerged.",,1,1,nlbx_473c40db02d05412e98ee06d105d3a1e,32095,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/cb219/fod_276B916E-B1EE-4B70-A2AD-613435171202.jpg,8.780055046081543,1695993391776,-14400,631243949977674239,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/cb219/fod_276B916E-B1EE-4B70-A2AD-613435171202.jpg,NORTH,0.7703180313110352,DAYLIGHT,-73.990638,40.703769,8262935497,10170379769,RESIDENTIAL,6.312439499776742e+17,604222352263217151,POINT (986845.7149063693 195678.8101898701),1.0,1.0,1.0,0.0,0.0,0.0
586297,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e0b49e06f130bc37277fad4acb04ed1.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the traffic lights and street signs.",,1,1,nlbx_3e0b49e06f130bc37277fad4acb04ed1,37040,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/18ca0/fod_39348C70-521D-4E79-8572-610A578E7301.jpg,99.9375,1695996564781,-14400,631243923214130687,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/18ca0/fod_39348C70-521D-4E79-8572-610A578E7301.jpg,EAST,0.6527554988861084,DAYLIGHT,-73.88889,40.768892,6358339112,9776249885,TERTIARY,6.312439232141307e+17,604222325553889279,POINT (1015026.8165448196 219424.6143661997),1.0,1.0,1.0,0.0,0.0,0.0
590243,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bf79e18a1ed7255008eb87ca60721b60.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street is flooded, as evidenced by the water covering the road and the splashes around the vehicles.",,1,1,nlbx_bf79e18a1ed7255008eb87ca60721b60,24549,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/75792/fod_3092EA8B-A958-43E6-A38C-40362DD4B74E.jpg,233.6468963623047,1696010482099,-14400,631243923143042559,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/75792/fod_3092EA8B-A958-43E6-A38C-40362DD4B74E.jpg,SOUTH_WEST,0.893943190574646,DAYLIGHT,-73.766881,40.717523,42893656,42858443,PRIMARY,6.312439231430426e+17,604222325419671551,POINT (1048872.435608281 200775.77652509723),1.0,1.0,1.0,0.0,0.0,0.0
591391,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9786ca0b76cce90a4710f9caaad28706.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, with water reaching up to the wheels of the car.",,1,1,nlbx_9786ca0b76cce90a4710f9caaad28706,1345,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9d99d/fod_70619077-EDF9-44C8-9560-40995F04B4FF.jpg,30.203125,1696011161180,-14400,631243919264983039,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9d99d/fod_70619077-EDF9-44C8-9560-40995F04B4FF.jpg,NORTH_EAST,0.8413091897964478,DAYLIGHT,-73.809909,40.871609,42772455,1675125106,SECONDARY,,604222321527357439,POINT (1036822.8828647184 256885.64022386647),1.0,1.0,1.0,0.0,0.0,0.0
594291,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_46cdeb6170966f07f0d92d92b6179f15.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water in the parking lot, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_46cdeb6170966f07f0d92d92b6179f15,59460,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/89b4e/fod_DBBDEF87-DF80-4636-A9CA-1AAF919D4B48.jpg,80.4375,1695991088839,-14400,631243922413546495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/89b4e/fod_DBBDEF87-DF80-4636-A9CA-1AAF919D4B48.jpg,EAST,0.8020094633102417,DAYLIGHT,-73.90936,40.726298,8872404080,8872404079,SERVICE,6.312439224135465e+17,604222324748582911,POINT (1009372.8058825203 203899.72367652092),1.0,1.0,1.0,0.0,0.0,0.0
597786,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ad6922e04d229317ae32dc50e4977485.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the pedestrian's legs.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_ad6922e04d229317ae32dc50e4977485,4852,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e0c57/fod_84960159-6C25-433F-A367-333C88833465.jpg,82.6875,1695990588553,-14400,631243950371997695,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e0c57/fod_84960159-6C25-433F-A367-333C88833465.jpg,EAST,0.9527957439422609,DAYLIGHT,-73.964894,40.61748,10010382213,42500742,RESIDENTIAL,6.312439503719977e+17,604222352665870335,POINT (993996.2926240714 164243.08168411787),1.0,1.0,1.0,0.0,0.0,0.0
599808,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a3d5973f1d763928b7863a678b7c6b2c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street is flooded.",,1,1,nlbx_a3d5973f1d763928b7863a678b7c6b2c,24326,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2d0c2/fod_6EA99A75-8622-4FEB-8547-46569793A562.jpg,92.0,1695993322583,-14400,631243935087760383,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2d0c2/fod_6EA99A75-8622-4FEB-8547-46569793A562.jpg,EAST,0.7554550170898438,DAYLIGHT,-73.747525,40.657515,4521705989,42856941,TERTIARY,6.312439350877604e+17,604222337365049343,POINT (1054301.0836604778 178928.07542529984),1.0,1.0,1.0,0.0,0.0,0.0
601615,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6f8ce3d9132e0556c4fa3edd646eba7c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",,1,1,nlbx_6f8ce3d9132e0556c4fa3edd646eba7c,28546,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/aeccf/fod_613E50C1-D86F-431C-9734-82CC654BBC0E.jpg,156.75,1696011164438,-14400,631243923108406783,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/aeccf/fod_613E50C1-D86F-431C-9734-82CC654BBC0E.jpg,SOUTH_EAST,0.7357118129730225,DAYLIGHT,-73.813485,40.696354,6166577577,42829107,PRIMARY,6.312439231084068e+17,604222325419671551,POINT (1035969.8761448653 193032.31816639885),1.0,1.0,1.0,0.0,0.0,0.0
602203,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_97b40e337a0fe265723c20058d48ea31.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_97b40e337a0fe265723c20058d48ea31,27343,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5787f/fod_D9638683-CABB-4C48-BA1B-70C2C4DC0E20.jpg,342.75,1696003435370,-14400,631243923289614335,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5787f/fod_D9638683-CABB-4C48-BA1B-70C2C4DC0E20.jpg,NORTH,0.7218550443649292,DAYLIGHT,-73.930042,40.799299,7925258999,7473604328,RESIDENTIAL,6.312439232896143e+17,604222325553889279,POINT (1003619.079299653 230491.0964069798),1.0,1.0,1.0,0.0,0.0,0.0
603012,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c8031d0dbbd017a872e86ab708832da7.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_c8031d0dbbd017a872e86ab708832da7,10959,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/15518/fod_4FC14EDE-2424-436F-964C-E8857720BA79.jpg,81.4375,1695989231202,-14400,631243950363985919,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/15518/fod_4FC14EDE-2424-436F-964C-E8857720BA79.jpg,EAST,0.9227746725082396,DAYLIGHT,-73.969759,40.611782,42498731,42530940,RESIDENTIAL,6.312439503639859e+17,604222352665870335,POINT (992646.3701649497 162166.64030753012),1.0,1.0,1.0,0.0,0.0,0.0
604944,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_26b84a1b65516da60f034696ff3b9ddc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating a hazardous driving condition.",,1,1,nlbx_26b84a1b65516da60f034696ff3b9ddc,12726,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c8a04/fod_B79CA85F-5EA2-4C58-956C-1643047E0E24.jpg,195.125,1696021683856,-14400,631243919444980223,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c8a04/fod_B79CA85F-5EA2-4C58-956C-1643047E0E24.jpg,SOUTH,0.7815165519714355,DAYLIGHT,-73.837152,40.844869,470536510,42756896,MOTORWAY,6.312439194449802e+17,604222321795792895,POINT (1029306.4852821286 247128.06568210386),1.0,1.0,1.0,0.0,0.0,0.0
606409,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0ec706f8e87b04b321c566d573dcee6f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles parked on the side.",,1,1,nlbx_0ec706f8e87b04b321c566d573dcee6f,25258,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c009e/fod_CB6407E7-ECEB-44B8-8069-0B413DD744F5.jpg,173.44602311203215,1696012069405,-14400,631243935065837055,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c009e/fod_CB6407E7-ECEB-44B8-8069-0B413DD744F5.jpg,SOUTH,0.7405706644058228,DAYLIGHT,-73.775276,40.668373,5924962493,6855568738,RESIDENTIAL,6.31243935065837e+17,604222337365049343,POINT (1046591.2276555202 182862.94970791313),1.0,1.0,1.0,0.0,0.0,0.0
606642,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c710250fa87711290510e2b4c80533a8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant depth that can pose significant risks to vehicles and drivers.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_c710250fa87711290510e2b4c80533a8,34019,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4a5c2/fod_747E148E-4C6A-4FDE-B01F-3E7E49EB08B3.jpg,188.625,1695990006638,-14400,631243951173327359,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4a5c2/fod_747E148E-4C6A-4FDE-B01F-3E7E49EB08B3.jpg,SOUTH,0.6919454336166382,DAYLIGHT,-73.996305,40.666741,598291189,598290954,SECONDARY,6.312439511733274e+17,604222353471176703,POINT (985275.0436687794 182188.28665521654),1.0,1.0,1.0,0.0,0.0,0.0
606943,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d83e87c1229a8968cbecaeee4150484b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_d83e87c1229a8968cbecaeee4150484b,1745,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2f7e6/fod_B8DB18FC-455E-4A16-9937-1E7019FC711E.jpg,355.819091796875,1695995267369,-14400,631243950906948607,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2f7e6/fod_B8DB18FC-455E-4A16-9937-1E7019FC711E.jpg,NORTH,0.8133881688117981,DAYLIGHT,-73.919741,40.642973,2847312571,5488761564,SECONDARY,6.312439509069486e+17,604222353202741247,POINT (1006523.34131644 173539.16087121805),1.0,1.0,1.0,0.0,0.0,0.0
611020,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_84374c58d70a2c78f3f25dbfad116de0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the highway, which is causing significant disruption to traffic flow.","Yes, the street is flooded.",,1,1,nlbx_84374c58d70a2c78f3f25dbfad116de0,44641,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2a024/fod_78D5EE95-89D0-474C-A8E8-B934ABFBADEE.jpg,19.5,1696008593528,-14400,631243922021150207,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2a024/fod_78D5EE95-89D0-474C-A8E8-B934ABFBADEE.jpg,NORTH,0.8074120879173279,DAYLIGHT,-73.934935,40.835652,371337260,373776673,MOTORWAY,6.312439220211502e+17,604222324345929727,POINT (1002254.522189718 243734.72695039783),1.0,1.0,1.0,0.0,0.0,0.0
613438,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7e11497bee84bc5dbaa3890f296bdf25.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",,1,1,nlbx_7e11497bee84bc5dbaa3890f296bdf25,12285,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c6533/fod_DF7A2E0B-C2FC-4A1E-B9F4-7C9630F3B9E0.jpg,218.4514617919922,1695990277919,-14400,631243951115475455,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c6533/fod_DF7A2E0B-C2FC-4A1E-B9F4-7C9630F3B9E0.jpg,SOUTH_WEST,0.6424371600151062,DAYLIGHT,-74.001945,40.660067,42465881,598308332,SECONDARY,6.312439511154755e+17,604222353471176703,POINT (983710.3484450536 179756.73691445787),1.0,1.0,1.0,0.0,0.0,0.0
